1216 1213 1212 1980 1982 1990 1 3194
1218 1215 1214 1981 1983 1988 1 3195
1218 1220 1222 1984 1986 1988 1 3198
1219 1221 1223 1985 1987 1989 1 3199
1276 1273 1272 2196 2198 2206 1 3554
1278 1275 1274 2197 2199 2204 1 3555
1278 1280 1282 2200 2202 2204 1 3558
1279 1281 1283 2201 2203 2205 1 3559
1798 1790 1788 2592 2593 2596 1 5125
1796 1791 1789 2594 2595 2598 1 5127
1796 1794 1792 2602 2600 2598 1 5132
1797 1795 1793 2603 2601 2599 1 5133
2421 2419 2417 2381 2380 2377 1 4828
2420 2418 2416 2383 2382 2379 1 4830
2420 2415 2413 2385 2384 2379 1 4832
2422 2414 2412 2387 2386 2378 1 4834
3490 3482 3480 3132 3133 3136 1 6625
3488 3483 3481 3134 3135 3138 1 6627
3488 3486 3484 3142 3140 3138 1 6632
3489 3487 3485 3143 3141 3139 1 6633
3544 3541 3540 3552 3554 3562 1 7574
3546 3543 3542 3553 3555 3560 1 7575
3546 3548 3550 3556 3558 3560 1 7578
3547 3549 3551 3557 3559 3561 1 7579
3746 3754 3755 3588 3590 3598 1 7634
3746 3752 3753 3589 3591 3596 1 7635
3747 3750 3751 3592 3594 3596 1 7638
3745 3748 3749 3593 3595 3597 1 7639
4558 4550 4548 3948 3949 3952 1 8497
4556 4551 4549 3950 3951 3954 1 8499
4556 4554 4552 3958 3956 3954 1 8504
4557 4555 4553 3959 3957 3955 1 8505
4641 4639 4637 5501 5500 5497 1 12592
4640 4638 4636 5503 5502 5499 1 12594
4640 4635 4633 5505 5504 5499 1 12596
4642 4634 4632 5507 5506 5498 1 12598
4874 4882 4883 4104 4106 4114 1 8954
4874 4880 4881 4105 4107 4112 1 8955
4875 4878 4879 4108 4110 4112 1 8958
4873 4876 4877 4109 4111 4113 1 8959
5217 5215 5213 4025 4024 4021 1 8668
5216 5214 5212 4027 4026 4023 1 8670
5216 5211 5209 4029 4028 4023 1 8672
5218 5210 5208 4031 4030 4022 1 8674
5241 5239 5237 4625 4624 4621 1 10300
5240 5238 5236 4627 4626 4623 1 10302
5240 5235 5233 4629 4628 4623 1 10304
5242 5234 5232 4631 4630 4622 1 10306
5524 5521 5520 4116 4118 4126 1 9014
5526 5523 5522 4117 4119 4124 1 9015
5526 5528 5530 4120 4122 4124 1 9018
5527 5529 5531 4121 4123 4125 1 9019
6844 6841 6840 4608 4610 4618 1 10286
6846 6843 6842 4609 4611 4616 1 10287
6846 6848 6850 4612 4614 4616 1 10290
6847 6849 6851 4613 4615 4617 1 10291
7137 7135 7133 5489 5488 5485 1 12568
7136 7134 7132 5491 5490 5487 1 12570
7136 7131 7129 5493 5492 5487 1 12572
7138 7130 7128 5495 5494 5486 1 12574
7456 7453 7452 4968 4970 4978 1 11258
7458 7455 7454 4969 4971 4976 1 11259
7458 7460 7462 4972 4974 4976 1 11262
7459 7461 7463 4973 4975 4977 1 11263
7552 7549 7548 6881 6880 6877 1 15652
7554 7551 7550 6883 6882 6879 1 15654
7554 7556 7558 6885 6884 6879 1 15656
7555 7557 7559 6887 6886 6878 1 15658
7629 7627 7625 5057 5056 5053 1 11560
7628 7626 7624 5059 5058 5055 1 11562
7628 7623 7621 5061 5060 5055 1 11564
7630 7622 7620 5063 5062 5054 1 11566
7840 7837 7836 6077 6076 6073 1 13900
7842 7839 7838 6079 6078 6075 1 13902
7842 7844 7846 6081 6080 6075 1 13904
7843 7845 7847 6083 6082 6074 1 13906
8241 8239 8237 6365 6364 6361 1 14608
8240 8238 8236 6367 6366 6363 1 14610
8240 8235 8233 6369 6368 6363 1 14612
8242 8234 8232 6371 6370 6362 1 14614
8404 8401 8400 6581 6580 6577 1 15148
8406 8403 8402 6583 6582 6579 1 15150
8406 8408 8410 6585 6584 6579 1 15152
8407 8409 8411 6587 6586 6578 1 15154
9081 9079 9077 6353 6352 6349 1 14584
9080 9078 9076 6355 6354 6351 1 14586
9080 9075 9073 6357 6356 6351 1 14588
9082 9074 9072 6359 6358 6350 1 14590
9178 9170 9168 7212 7213 7216 1 16501
9176 9171 9169 7214 7215 7218 1 16503
9176 9174 9172 7222 7220 7218 1 16508
9177 9175 9173 7223 7221 7219 1 16509
9508 9505 9504 7416 7418 7426 1 16934
9510 9507 9506 7417 7419 7424 1 16935
9510 9512 9514 7420 7422 7424 1 16938
9511 9513 9515 7421 7423 7425 1 16939
9765 9763 9761 7745 7744 7741 1 17536
9764 9762 9760 7747 7746 7743 1 17538
9764 9759 9757 7749 7748 7743 1 17540
9766 9758 9756 7751 7750 7742 1 17542
9789 9787 9785 8129 8128 8125 1 18172
